age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,native-country,income-per-year
21.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,0.0
37.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,4,2,1,38,0.0
54.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,0,7,1,38,0.0
58.0,14.0,1.0,0.0,0.0,1980.0,45.0,2,0,0,0,1,38,0.0
32.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,4,9,3,38,0.0
65.0,10.0,1.0,0.0,0.0,0.0,15.0,2,0,6,0,1,38,0.0
65.0,6.0,1.0,0.0,0.0,0.0,20.0,2,0,6,11,1,38,0.0
33.0,9.0,1.0,0.0,0.0,0.0,35.0,4,0,4,7,1,38,0.0
35.0,9.0,1.0,1.0,6497.0,0.0,65.0,2,0,4,6,4,38,0.0
27.0,10.0,1.0,0.0,0.0,0.0,40.0,2,0,4,0,3,38,0.0
34.0,9.0,0.0,1.0,0.0,0.0,42.0,5,0,4,7,3,38,0.0
53.0,9.0,1.0,1.0,0.0,0.0,70.0,4,0,2,11,0,38,0.0
23.0,6.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,31,0.0
43.0,16.0,1.0,0.0,0.0,0.0,40.0,5,0,5,9,4,38,1.0
58.0,11.0,1.0,1.0,3908.0,0.0,40.0,2,0,2,3,0,38,0.0
38.0,6.0,1.0,1.0,0.0,3770.0,40.0,2,0,5,0,4,38,0.0
26.0,9.0,1.0,1.0,0.0,0.0,50.0,2,0,2,5,0,38,0.0
60.0,13.0,1.0,1.0,0.0,0.0,50.0,2,0,2,3,0,38,1.0
28.0,9.0,1.0,1.0,0.0,1672.0,50.0,2,0,2,6,0,38,0.0
33.0,9.0,1.0,0.0,0.0,0.0,30.0,0,0,4,0,3,38,0.0
29.0,10.0,1.0,1.0,0.0,0.0,40.0,1,0,2,13,0,38,0.0
54.0,16.0,1.0,0.0,0.0,0.0,50.0,5,0,4,3,1,38,1.0
41.0,4.0,1.0,1.0,0.0,0.0,36.0,2,0,2,4,0,38,0.0
63.0,10.0,1.0,1.0,0.0,0.0,50.0,4,0,0,3,1,38,0.0
31.0,9.0,1.0,0.0,0.0,0.0,27.0,2,0,2,0,5,38,0.0
23.0,13.0,0.0,0.0,0.0,0.0,25.0,2,0,4,11,3,38,0.0
41.0,15.0,1.0,1.0,0.0,0.0,45.0,2,0,2,9,0,38,1.0
51.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,13,0,38,1.0
59.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
23.0,10.0,1.0,0.0,0.0,0.0,45.0,2,0,4,9,1,38,0.0
24.0,10.0,0.0,1.0,0.0,0.0,45.0,4,0,4,3,1,38,0.0
67.0,9.0,1.0,0.0,0.0,0.0,20.0,4,0,0,9,1,38,0.0
47.0,13.0,1.0,1.0,0.0,0.0,40.0,1,0,2,9,0,38,1.0
21.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,2,1,12,0.0
38.0,4.0,1.0,1.0,0.0,0.0,40.0,2,0,2,4,0,38,0.0
55.0,13.0,1.0,0.0,0.0,0.0,40.0,2,0,0,9,4,38,0.0
39.0,14.0,1.0,0.0,1506.0,0.0,40.0,2,0,0,9,3,38,0.0
24.0,9.0,1.0,0.0,0.0,0.0,50.0,2,0,5,7,4,31,1.0
24.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,2,10,0,36,0.0
38.0,10.0,1.0,1.0,7298.0,0.0,40.0,2,0,2,11,0,38,1.0
19.0,9.0,1.0,1.0,0.0,0.0,24.0,2,0,4,7,3,38,0.0
32.0,9.0,1.0,1.0,0.0,0.0,50.0,2,0,2,2,0,38,0.0
63.0,10.0,1.0,1.0,0.0,0.0,60.0,4,0,2,3,0,38,1.0
18.0,10.0,1.0,0.0,0.0,0.0,30.0,2,0,4,11,1,38,0.0
36.0,10.0,1.0,1.0,0.0,0.0,45.0,2,0,2,13,0,38,0.0
41.0,13.0,0.0,1.0,6497.0,0.0,40.0,2,0,0,13,3,38,0.0
57.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,4,10,1,38,0.0
48.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,0.0
44.0,9.0,1.0,0.0,0.0,1504.0,40.0,2,0,0,11,1,38,0.0
25.0,10.0,0.0,1.0,0.0,0.0,40.0,2,0,4,3,3,2,0.0
48.0,8.0,1.0,1.0,0.0,0.0,50.0,2,0,2,3,0,38,0.0
20.0,10.0,1.0,0.0,0.0,0.0,8.0,2,0,4,11,3,38,0.0
74.0,9.0,1.0,1.0,0.0,0.0,55.0,4,0,2,11,0,38,0.0
44.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,4,3,1,38,0.0
26.0,10.0,1.0,0.0,0.0,0.0,40.0,2,0,2,6,5,38,0.0
54.0,9.0,1.0,1.0,0.0,0.0,40.0,1,0,2,4,0,38,0.0
39.0,9.0,1.0,1.0,0.0,0.0,48.0,2,0,2,5,0,38,1.0
38.0,10.0,1.0,0.0,7443.0,0.0,40.0,2,0,0,0,1,38,0.0
18.0,6.0,1.0,0.0,0.0,0.0,40.0,2,0,4,7,2,38,0.0
24.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,4,7,3,38,0.0
19.0,5.0,1.0,1.0,0.0,0.0,35.0,4,0,4,9,1,25,0.0
28.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,0.0
28.0,9.0,0.0,1.0,0.0,0.0,30.0,2,0,5,5,1,38,0.0
49.0,9.0,1.0,1.0,0.0,0.0,40.0,1,0,2,2,0,38,0.0
50.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,0.0
63.0,9.0,0.0,0.0,0.0,0.0,40.0,2,0,6,6,2,13,0.0
58.0,9.0,1.0,1.0,0.0,0.0,50.0,4,0,2,4,0,38,0.0
68.0,9.0,1.0,0.0,0.0,0.0,15.0,3,0,6,7,4,38,0.0
41.0,10.0,0.0,1.0,0.0,0.0,40.0,0,0,2,3,0,38,1.0
27.0,10.0,1.0,1.0,3103.0,0.0,50.0,2,0,2,9,0,38,1.0
24.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,4,9,1,38,0.0
50.0,13.0,1.0,0.0,0.0,0.0,40.0,2,0,0,3,4,38,0.0
47.0,10.0,1.0,0.0,0.0,0.0,44.0,2,0,0,7,3,38,0.0
54.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,6,7,4,38,0.0
28.0,13.0,0.0,0.0,0.0,0.0,30.0,2,0,4,0,3,38,0.0
26.0,14.0,1.0,0.0,0.0,0.0,40.0,5,0,4,9,1,38,0.0
35.0,13.0,1.0,1.0,0.0,0.0,42.0,5,0,5,3,1,38,0.0
48.0,9.0,1.0,1.0,2885.0,0.0,15.0,2,0,2,11,0,38,0.0
50.0,12.0,1.0,0.0,3942.0,0.0,40.0,2,0,2,11,5,38,0.0
39.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,0,0,1,38,0.0
46.0,13.0,1.0,1.0,0.0,0.0,45.0,2,0,4,11,1,38,1.0
41.0,10.0,0.0,0.0,0.0,0.0,48.0,2,0,6,0,4,38,0.0
24.0,4.0,1.0,1.0,2580.0,0.0,40.0,2,0,2,11,0,38,0.0
57.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,0,2,1,38,0.0
32.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,5,1,3,0.0
41.0,12.0,0.0,1.0,0.0,0.0,50.0,2,0,2,3,0,18,1.0
55.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
69.0,4.0,0.0,0.0,2964.0,0.0,40.0,2,0,0,6,4,38,0.0
22.0,9.0,0.0,0.0,0.0,0.0,40.0,2,0,4,7,1,38,0.0
45.0,9.0,1.0,1.0,3942.0,0.0,40.0,2,0,2,7,0,38,0.0
33.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,4,0,1,38,0.0
57.0,10.0,1.0,0.0,0.0,0.0,40.0,2,0,5,11,1,38,0.0
38.0,13.0,0.0,1.0,0.0,1902.0,65.0,4,0,2,3,0,38,1.0
40.0,9.0,1.0,1.0,0.0,0.0,50.0,2,0,2,2,0,38,0.0
48.0,10.0,1.0,0.0,0.0,0.0,40.0,4,0,0,5,3,38,0.0
38.0,10.0,0.0,0.0,0.0,0.0,35.0,1,0,3,3,4,38,0.0
26.0,13.0,1.0,0.0,0.0,0.0,60.0,5,0,4,9,1,38,0.0
24.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,6,3,38,0.0
35.0,9.0,0.0,0.0,0.0,0.0,20.0,2,0,3,7,4,38,0.0
37.0,10.0,1.0,1.0,5178.0,0.0,75.0,2,0,2,2,0,38,1.0
42.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,0,6,1,38,0.0
37.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,2,0,5,38,1.0
37.0,9.0,1.0,0.0,0.0,0.0,50.0,2,0,4,3,1,38,0.0
22.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,0.0
24.0,7.0,1.0,0.0,0.0,0.0,40.0,2,0,4,0,1,10,0.0
45.0,10.0,1.0,1.0,0.0,0.0,40.0,1,0,2,0,0,38,1.0
29.0,9.0,1.0,1.0,0.0,0.0,50.0,4,0,4,2,1,38,1.0
23.0,10.0,0.0,0.0,0.0,0.0,25.0,2,0,4,0,3,38,0.0
24.0,13.0,1.0,1.0,0.0,0.0,40.0,0,0,4,3,1,38,0.0
25.0,12.0,1.0,0.0,0.0,0.0,40.0,2,0,4,9,3,38,0.0
58.0,9.0,1.0,0.0,0.0,0.0,32.0,2,0,0,11,2,38,0.0
28.0,11.0,1.0,1.0,0.0,0.0,60.0,3,0,4,11,1,38,0.0
58.0,9.0,1.0,0.0,0.0,0.0,35.0,2,0,6,11,1,38,1.0
18.0,7.0,1.0,1.0,0.0,0.0,16.0,2,0,4,7,3,38,0.0
59.0,4.0,1.0,1.0,0.0,0.0,40.0,2,0,2,10,0,32,0.0
39.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,0,0,4,38,0.0
53.0,10.0,1.0,1.0,0.0,0.0,50.0,3,0,2,11,0,38,1.0
54.0,15.0,1.0,0.0,0.0,0.0,65.0,2,0,4,9,2,38,0.0
51.0,9.0,1.0,1.0,0.0,0.0,50.0,2,0,2,13,0,38,1.0
59.0,14.0,1.0,1.0,7298.0,0.0,55.0,2,0,2,11,0,38,1.0
42.0,9.0,1.0,1.0,0.0,0.0,40.0,5,0,4,10,1,38,1.0
36.0,10.0,1.0,0.0,0.0,0.0,40.0,2,0,2,0,5,38,0.0
37.0,10.0,1.0,0.0,0.0,0.0,60.0,2,0,4,0,1,38,0.0
32.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,4,5,3,38,0.0
38.0,9.0,1.0,1.0,0.0,0.0,50.0,4,0,2,12,0,38,0.0
19.0,9.0,1.0,0.0,0.0,0.0,30.0,2,0,5,0,3,38,0.0
55.0,13.0,1.0,0.0,0.0,0.0,48.0,1,0,6,9,1,38,0.0
30.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,2,1,38,0.0
27.0,10.0,1.0,1.0,0.0,0.0,50.0,2,0,2,9,0,38,1.0
44.0,13.0,1.0,0.0,0.0,0.0,5.0,2,0,4,3,1,38,0.0
32.0,13.0,1.0,1.0,0.0,0.0,50.0,2,0,2,6,0,38,0.0
60.0,9.0,1.0,0.0,0.0,0.0,20.0,2,0,3,7,4,38,0.0
28.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,4,6,1,0,0.0
44.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,3,0,25,0.0
29.0,9.0,1.0,1.0,0.0,0.0,16.0,2,0,4,5,1,38,0.0
57.0,9.0,1.0,1.0,0.0,0.0,40.0,5,0,2,2,0,38,0.0
41.0,10.0,1.0,1.0,0.0,0.0,60.0,2,0,0,13,1,38,0.0
34.0,7.0,1.0,1.0,0.0,0.0,60.0,4,0,2,13,0,38,0.0
44.0,10.0,1.0,0.0,0.0,0.0,42.0,2,0,0,3,4,38,0.0
44.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,0,13,1,38,0.0
57.0,2.0,1.0,1.0,0.0,0.0,22.0,2,0,2,5,0,38,0.0
37.0,13.0,1.0,1.0,0.0,0.0,30.0,2,0,4,9,1,38,0.0
35.0,13.0,1.0,1.0,0.0,0.0,16.0,2,0,2,9,0,38,1.0
27.0,10.0,1.0,1.0,0.0,0.0,45.0,2,0,4,3,1,38,0.0
41.0,10.0,1.0,0.0,3103.0,0.0,40.0,5,0,2,0,5,38,1.0
37.0,16.0,1.0,1.0,0.0,0.0,60.0,4,0,2,9,0,38,0.0
18.0,10.0,1.0,1.0,0.0,0.0,8.0,2,0,4,7,3,38,0.0
24.0,4.0,1.0,0.0,0.0,0.0,20.0,5,0,4,12,4,38,0.0
53.0,8.0,1.0,0.0,0.0,0.0,40.0,2,0,2,0,5,38,0.0
40.0,9.0,1.0,1.0,0.0,1980.0,48.0,2,0,0,6,1,38,0.0
54.0,10.0,1.0,1.0,0.0,0.0,60.0,2,0,0,6,1,38,0.0
22.0,10.0,1.0,0.0,0.0,0.0,40.0,2,0,4,9,1,38,0.0
44.0,6.0,0.0,0.0,0.0,0.0,30.0,2,0,3,0,4,38,0.0
43.0,10.0,1.0,0.0,0.0,0.0,45.0,2,0,0,3,4,19,0.0
58.0,13.0,1.0,0.0,0.0,0.0,20.0,5,0,2,9,5,38,1.0
59.0,13.0,1.0,0.0,0.0,0.0,45.0,1,0,2,9,5,38,1.0
31.0,13.0,1.0,1.0,0.0,0.0,45.0,2,0,2,3,0,38,1.0
35.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,6,3,38,0.0
17.0,6.0,1.0,0.0,0.0,0.0,20.0,2,0,4,11,3,38,0.0
45.0,10.0,1.0,0.0,0.0,0.0,32.0,2,0,0,9,4,38,0.0
40.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,0,5,1,38,0.0
35.0,9.0,1.0,1.0,0.0,0.0,45.0,2,0,2,5,0,38,0.0
25.0,13.0,1.0,1.0,0.0,0.0,45.0,0,0,4,12,1,38,0.0
58.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,0,5,1,38,0.0
39.0,10.0,1.0,1.0,0.0,0.0,50.0,2,0,0,5,1,38,1.0
23.0,9.0,1.0,1.0,0.0,0.0,54.0,2,0,2,3,0,38,0.0
32.0,13.0,1.0,0.0,0.0,0.0,40.0,5,0,4,9,1,38,0.0
48.0,12.0,1.0,1.0,0.0,0.0,44.0,2,0,2,13,0,38,0.0
41.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,2,5,0,10,0.0
43.0,13.0,1.0,1.0,0.0,0.0,50.0,2,0,2,9,0,38,1.0
18.0,10.0,1.0,1.0,0.0,1721.0,20.0,2,0,4,7,3,38,0.0
24.0,13.0,1.0,1.0,0.0,0.0,40.0,0,0,4,1,1,38,0.0
58.0,10.0,1.0,0.0,0.0,0.0,32.0,2,0,2,0,5,38,0.0
54.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,2,9,0,38,1.0
60.0,4.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,0.0
28.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,2,4,0,38,0.0
41.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,13,0,38,1.0
27.0,10.0,0.0,1.0,0.0,0.0,40.0,5,0,0,0,4,22,0.0
30.0,10.0,1.0,0.0,0.0,0.0,20.0,2,0,0,7,3,38,0.0
63.0,13.0,0.0,1.0,0.0,0.0,35.0,1,0,0,2,1,27,0.0
33.0,9.0,1.0,1.0,3325.0,0.0,50.0,2,0,4,11,1,38,0.0
34.0,9.0,1.0,1.0,0.0,0.0,45.0,2,0,2,13,0,38,0.0
51.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,10,0,38,0.0
21.0,6.0,0.0,1.0,0.0,0.0,25.0,2,0,4,7,3,38,0.0
50.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
43.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,0.0
27.0,9.0,1.0,1.0,2885.0,0.0,40.0,2,0,2,2,0,38,0.0
19.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,4,0,3,38,0.0
17.0,8.0,1.0,0.0,0.0,0.0,6.0,2,0,4,7,3,38,0.0
47.0,12.0,0.0,1.0,0.0,0.0,40.0,2,0,0,13,1,38,0.0
25.0,13.0,0.0,0.0,0.0,0.0,40.0,1,0,4,0,2,38,0.0
71.0,14.0,1.0,0.0,0.0,0.0,20.0,2,0,4,7,1,38,0.0
21.0,9.0,0.0,0.0,0.0,0.0,40.0,2,0,4,6,3,38,0.0
48.0,12.0,1.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,0.0
57.0,4.0,1.0,0.0,0.0,1602.0,3.0,2,0,6,11,2,38,0.0
58.0,10.0,1.0,1.0,0.0,2415.0,40.0,4,0,2,4,0,38,1.0
34.0,9.0,0.0,0.0,0.0,0.0,20.0,2,0,2,6,2,3,0.0
40.0,14.0,1.0,1.0,0.0,0.0,40.0,0,0,4,9,1,38,0.0
28.0,9.0,1.0,1.0,0.0,0.0,32.0,2,0,4,7,1,38,0.0
42.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,2,11,0,6,0.0
41.0,11.0,1.0,0.0,3325.0,0.0,40.0,2,0,0,12,1,38,0.0
28.0,9.0,1.0,0.0,0.0,0.0,35.0,3,0,4,0,3,38,0.0
40.0,6.0,1.0,0.0,0.0,0.0,35.0,2,0,0,6,1,38,0.0
23.0,10.0,0.0,1.0,0.0,0.0,30.0,2,0,4,6,3,38,0.0
39.0,14.0,1.0,1.0,0.0,0.0,50.0,2,0,4,11,1,38,1.0
39.0,13.0,1.0,1.0,0.0,1876.0,50.0,2,0,4,11,1,38,0.0
45.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,4,5,1,38,0.0
50.0,10.0,1.0,0.0,0.0,0.0,40.0,4,0,0,11,1,38,0.0
33.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,0,0,38,0.0
34.0,7.0,1.0,0.0,0.0,0.0,40.0,2,0,2,6,3,38,0.0
55.0,9.0,1.0,1.0,0.0,0.0,32.0,2,0,2,13,0,38,0.0
62.0,9.0,1.0,0.0,0.0,0.0,40.0,0,0,6,0,4,38,0.0
31.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,2,11,0,38,0.0
35.0,5.0,1.0,1.0,0.0,0.0,40.0,4,0,2,2,0,38,0.0
30.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,5,2,1,38,0.0
57.0,10.0,1.0,1.0,0.0,0.0,50.0,3,0,2,11,0,38,1.0
50.0,9.0,0.0,1.0,0.0,1887.0,55.0,2,0,2,3,0,38,1.0
51.0,9.0,1.0,1.0,0.0,0.0,50.0,2,0,2,13,0,38,0.0
47.0,9.0,1.0,1.0,4386.0,0.0,45.0,2,0,2,11,0,38,1.0
37.0,13.0,1.0,1.0,0.0,0.0,45.0,2,0,4,9,1,38,1.0
58.0,4.0,1.0,1.0,0.0,0.0,40.0,2,0,2,13,0,25,0.0
39.0,13.0,1.0,0.0,0.0,0.0,50.0,2,0,0,3,4,38,1.0
34.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,4,6,1,8,1.0
45.0,9.0,1.0,0.0,0.0,0.0,38.0,2,0,5,0,4,38,0.0
42.0,13.0,1.0,1.0,99999.0,0.0,40.0,2,0,2,9,0,38,1.0
40.0,11.0,1.0,1.0,3325.0,0.0,40.0,2,0,0,12,1,38,0.0
39.0,15.0,1.0,1.0,0.0,1977.0,50.0,4,0,2,9,0,38,1.0
36.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,2,9,0,38,1.0
56.0,9.0,0.0,0.0,0.0,0.0,35.0,2,0,0,0,2,38,0.0
37.0,10.0,0.0,1.0,0.0,0.0,40.0,2,0,2,5,0,38,1.0
60.0,9.0,1.0,1.0,0.0,0.0,40.0,1,0,2,7,0,38,0.0
56.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
51.0,4.0,0.0,1.0,3908.0,0.0,47.0,2,0,2,3,0,38,0.0
34.0,13.0,1.0,0.0,0.0,0.0,36.0,2,0,4,9,1,38,0.0
19.0,9.0,0.0,1.0,0.0,0.0,30.0,2,0,4,4,3,38,0.0
37.0,9.0,0.0,0.0,0.0,0.0,40.0,0,0,4,3,4,38,0.0
58.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,2,3,0,38,1.0
33.0,7.0,1.0,0.0,0.0,0.0,35.0,2,0,4,0,1,38,0.0
39.0,13.0,1.0,1.0,0.0,0.0,40.0,2,0,4,3,1,38,1.0
36.0,9.0,1.0,0.0,4865.0,0.0,40.0,2,0,4,0,1,38,0.0
26.0,13.0,0.0,0.0,0.0,0.0,40.0,2,0,4,9,1,29,0.0
22.0,11.0,1.0,0.0,0.0,0.0,36.0,2,0,4,12,3,38,0.0
32.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,4,0,1,38,0.0
17.0,7.0,1.0,1.0,0.0,0.0,15.0,2,0,4,11,4,38,0.0
68.0,4.0,0.0,0.0,0.0,0.0,20.0,2,0,6,7,4,38,0.0
70.0,9.0,1.0,1.0,3432.0,0.0,40.0,2,0,2,11,0,38,0.0
30.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,4,3,38,0.0
19.0,10.0,1.0,0.0,0.0,0.0,15.0,5,0,4,0,2,23,0.0
51.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,9,0,38,0.0
19.0,10.0,1.0,1.0,0.0,0.0,30.0,2,0,4,0,2,26,0.0
47.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,0.0
41.0,13.0,1.0,1.0,7688.0,0.0,55.0,2,0,2,9,0,38,1.0
36.0,10.0,1.0,1.0,0.0,1887.0,40.0,2,0,2,6,0,38,1.0
30.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
26.0,9.0,1.0,1.0,0.0,0.0,45.0,2,0,2,6,0,38,0.0
41.0,13.0,1.0,1.0,0.0,0.0,20.0,1,0,0,9,1,38,0.0
25.0,10.0,1.0,1.0,0.0,0.0,45.0,2,0,2,0,0,38,0.0
62.0,5.0,1.0,1.0,0.0,0.0,40.0,2,0,2,7,0,38,0.0
23.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,4,9,1,38,0.0
25.0,9.0,0.0,1.0,6849.0,0.0,40.0,2,0,4,11,3,38,0.0
30.0,13.0,1.0,0.0,0.0,0.0,45.0,2,0,4,11,1,38,0.0
48.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,5,1,38,0.0
20.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,4,7,2,25,0.0
51.0,10.0,1.0,0.0,0.0,0.0,15.0,2,0,2,3,5,38,1.0
19.0,10.0,1.0,1.0,0.0,0.0,10.0,2,0,4,5,3,38,0.0
31.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,4,6,1,38,0.0
36.0,13.0,1.0,1.0,7298.0,0.0,50.0,2,0,2,3,0,38,1.0
40.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,4,11,3,38,0.0
30.0,7.0,0.0,1.0,0.0,0.0,40.0,4,0,4,4,3,38,0.0
28.0,10.0,1.0,1.0,0.0,1590.0,40.0,4,0,4,2,1,38,0.0
57.0,5.0,0.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
18.0,7.0,1.0,1.0,0.0,0.0,15.0,2,0,4,11,3,38,0.0
54.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
32.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,0.0
52.0,14.0,1.0,1.0,0.0,0.0,40.0,2,0,4,9,1,38,0.0
27.0,9.0,1.0,0.0,0.0,0.0,40.0,2,0,5,6,4,38,0.0
18.0,10.0,1.0,1.0,0.0,0.0,20.0,2,0,4,7,3,38,0.0
37.0,9.0,1.0,1.0,0.0,0.0,35.0,4,0,4,2,1,38,0.0
52.0,9.0,0.0,1.0,0.0,0.0,40.0,2,0,2,6,0,38,1.0
59.0,5.0,0.0,1.0,0.0,0.0,50.0,2,0,4,7,1,38,0.0
27.0,11.0,1.0,1.0,0.0,0.0,40.0,2,0,4,6,1,38,0.0
43.0,9.0,1.0,1.0,0.0,0.0,40.0,0,0,2,6,0,38,0.0
56.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,2,2,0,38,1.0
44.0,10.0,1.0,1.0,0.0,0.0,72.0,4,0,2,4,0,38,0.0
37.0,11.0,1.0,1.0,0.0,0.0,45.0,2,0,4,2,1,38,0.0
28.0,11.0,1.0,1.0,10520.0,0.0,50.0,2,0,0,3,1,38,1.0
48.0,9.0,1.0,0.0,0.0,0.0,25.0,4,0,5,7,2,38,0.0
58.0,13.0,1.0,1.0,0.0,0.0,50.0,4,0,2,3,0,38,0.0
29.0,9.0,1.0,1.0,0.0,0.0,45.0,2,0,2,2,0,38,0.0
37.0,12.0,1.0,1.0,0.0,0.0,40.0,2,0,2,11,0,38,0.0
35.0,15.0,1.0,1.0,0.0,0.0,50.0,3,0,2,9,0,38,1.0
36.0,11.0,1.0,1.0,0.0,0.0,38.0,2,0,0,2,1,38,0.0
52.0,9.0,1.0,1.0,0.0,0.0,48.0,2,0,2,0,0,38,0.0
30.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,0,13,1,38,0.0
22.0,5.0,1.0,1.0,0.0,0.0,40.0,2,0,4,2,3,38,0.0
55.0,12.0,1.0,1.0,0.0,0.0,60.0,4,0,2,11,0,38,0.0
61.0,9.0,1.0,0.0,15024.0,0.0,38.0,2,0,2,3,5,38,1.0
33.0,9.0,1.0,1.0,0.0,0.0,30.0,2,0,0,5,4,38,0.0
46.0,10.0,1.0,1.0,0.0,0.0,50.0,2,0,2,11,0,38,0.0
64.0,7.0,1.0,0.0,0.0,0.0,16.0,2,0,6,12,4,38,0.0
28.0,6.0,1.0,1.0,0.0,0.0,40.0,2,0,3,2,4,25,0.0
19.0,9.0,1.0,0.0,0.0,0.0,42.0,2,0,4,0,1,38,0.0
36.0,9.0,1.0,1.0,0.0,0.0,40.0,2,0,5,0,1,3,0.0
43.0,13.0,1.0,1.0,0.0,0.0,40.0,4,0,2,2,0,38,1.0
56.0,13.0,1.0,1.0,0.0,0.0,42.0,2,0,2,3,0,38,1.0
24.0,10.0,1.0,1.0,0.0,0.0,40.0,1,0,4,10,3,38,0.0
40.0,9.0,1.0,1.0,0.0,0.0,60.0,2,0,2,11,0,38,0.0
45.0,12.0,1.0,1.0,0.0,0.0,50.0,3,0,2,3,0,38,1.0
56.0,14.0,1.0,0.0,0.0,0.0,40.0,1,0,6,9,1,38,0.0
35.0,13.0,1.0,0.0,0.0,0.0,40.0,0,0,4,9,3,38,0.0
36.0,15.0,1.0,1.0,0.0,0.0,60.0,4,0,2,9,0,38,1.0
50.0,15.0,1.0,1.0,0.0,0.0,50.0,4,0,2,9,0,38,1.0
61.0,4.0,0.0,0.0,0.0,0.0,21.0,2,0,6,7,1,38,0.0
31.0,11.0,1.0,1.0,0.0,1980.0,60.0,2,0,4,13,3,38,0.0
63.0,10.0,1.0,1.0,0.0,0.0,40.0,2,0,2,9,0,38,0.0
